0000	0
2222	1
2224	1
2242	1
2244	1
2422	1
2424	1
2442	1
2444	1
4222	1
4224	1
4242	1
4244	1
4422	1
4424	1
4442	1
4444	1
2221	2
2223	2
2241	2
2243	2
2421	2
2423	2
2441	2
2443	2
4221	2
4223	2
4241	2
4243	2
4421	2
4423	2
4441	2
4443	2
2122	3
2124	3
2142	3
2144	3
2322	3
2324	3
2342	3
2344	3
4122	3
4124	3
4142	3
4144	3
4322	3
4324	3
4342	3
4344	3
1222	4
1224	4
1242	4
1244	4
1422	4
1424	4
1442	4
1444	4
3222	4
3224	4
3242	4
3244	4
3422	4
3424	4
3442	4
3444	4
2212	5
2214	5
2232	5
2234	5
2412	5
2414	5
2432	5
2434	5
4212	5
4214	5
4232	5
4234	5
4412	5
4414	5
4432	5
4434	5
1221	6
1223	6
1241	6
1243	6
1421	6
1423	6
1441	6
1443	6
3221	6
3223	6
3241	6
3243	6
3421	6
3423	6
3441	6
3443	6
1122	7
1124	7
1142	7
1144	7
1322	7
1324	7
1342	7
1344	7
3122	7
3124	7
3142	7
3144	7
3322	7
3324	7
3342	7
3344	7
2211	8
2213	8
2231	8
2233	8
2411	8
2413	8
2431	8
2433	8
4211	8
4213	8
4231	8
4233	8
4411	8
4413	8
4431	8
4433	8
2112	9
2114	9
2132	9
2134	9
2312	9
2314	9
2332	9
2334	9
4112	9
4114	9
4132	9
4134	9
4312	9
4314	9
4332	9
4334	9
2121	10
2123	10
2141	10
2143	10
2321	10
2323	10
2341	10
2343	10
4121	10
4123	10
4141	10
4143	10
4321	10
4323	10
4341	10
4343	10
1121	11
1123	11
1141	11
1143	11
1321	11
1323	11
1341	11
1343	11
3121	11
3123	11
3141	11
3143	11
3321	11
3323	11
3341	11
3343	11
2111	12
2113	12
2131	12
2133	12
2311	12
2313	12
2331	12
2333	12
4111	12
4113	12
4131	12
4133	12
4311	12
4313	12
4331	12
4333	12
1212	13
1214	13
1232	13
1234	13
1412	13
1414	13
1432	13
1434	13
3212	13
3214	13
3232	13
3234	13
3412	13
3414	13
3432	13
3434	13
1211	14
1213	14
1231	14
1233	14
1411	14
1413	14
1431	14
1433	14
3211	14
3213	14
3231	14
3233	14
3411	14
3413	14
3431	14
3433	14
1112	15
1114	15
1132	15
1134	15
1312	15
1314	15
1332	15
1334	15
3112	15
3114	15
3132	15
3134	15
3312	15
3314	15
3332	15
3334	15
1111	16
1113	16
1131	16
1133	16
1311	16
1313	16
1331	16
1333	16
3111	16
3113	16
3131	16
3133	16
3311	16
3313	16
3331	16
3333	16
2202	17
2204	17
2402	17
2404	17
4202	17
4204	17
4402	17
4404	17
2201	18
2203	18
2401	18
2403	18
4201	18
4203	18
4401	18
4403	18
2102	19
2104	19
2302	19
2304	19
4102	19
4104	19
4302	19
4304	19
2101	20
2103	20
2301	20
2303	20
4101	20
4103	20
4301	20
4303	20
1202	21
1204	21
1402	21
1404	21
3202	21
3204	21
3402	21
3404	21
1201	22
1203	22
1401	22
1403	22
3201	22
3203	22
3401	22
3403	22
1102	23
1104	23
1302	23
1304	23
3102	23
3104	23
3302	23
3304	23
1101	24
1103	24
1301	24
1303	24
3101	24
3103	24
3301	24
3303	24
222	25
224	25
242	25
244	25
422	25
424	25
442	25
444	25
221	26
223	26
241	26
243	26
421	26
423	26
441	26
443	26
122	27
124	27
142	27
144	27
322	27
324	27
342	27
344	27
121	28
123	28
141	28
143	28
321	28
323	28
341	28
343	28
212	29
214	29
232	29
234	29
412	29
414	29
432	29
434	29
211	30
213	30
231	30
233	30
411	30
413	30
431	30
433	30
112	31
114	31
132	31
134	31
312	31
314	31
332	31
334	31
111	32
113	32
131	32
133	32
311	32
313	32
331	32
333	32
2022	33
2024	33
2042	33
2044	33
4022	33
4024	33
4042	33
4044	33
1022	34
1024	34
1042	34
1044	34
3022	34
3024	34
3042	34
3044	34
2012	35
2014	35
2032	35
2034	35
4012	35
4014	35
4032	35
4034	35
2021	36
2023	36
2041	36
2043	36
4021	36
4023	36
4041	36
4043	36
1021	37
1023	37
1041	37
1043	37
3021	37
3023	37
3041	37
3043	37
2011	38
2013	38
2031	38
2033	38
4011	38
4013	38
4031	38
4033	38
1012	39
1014	39
1032	39
1034	39
3012	39
3014	39
3032	39
3034	39
1011	40
1013	40
1031	40
1033	40
3011	40
3013	40
3031	40
3033	40
2220	41
2240	41
2420	41
2440	41
4220	41
4240	41
4420	41
4440	41
1220	42
1240	42
1420	42
1440	42
3220	42
3240	42
3420	42
3440	42
2210	43
2230	43
2410	43
2430	43
4210	43
4230	43
4410	43
4430	43
2120	44
2140	44
2320	44
2340	44
4120	44
4140	44
4320	44
4340	44
1120	45
1140	45
1320	45
1340	45
3120	45
3140	45
3320	45
3340	45
2110	46
2130	46
2310	46
2330	46
4110	46
4130	46
4310	46
4330	46
1210	47
1230	47
1410	47
1430	47
3210	47
3230	47
3410	47
3430	47
1110	48
1130	48
1310	48
1330	48
3110	48
3130	48
3310	48
3330	48
2002	49
2004	49
4002	49
4004	49
2001	50
2003	50
4001	50
4003	50
1002	51
1004	51
3002	51
3004	51
1001	52
1003	52
3001	52
3003	52
2200	53
2400	53
4200	53
4400	53
2100	54
2300	54
4100	54
4300	54
1200	55
1400	55
3200	55
3400	55
1100	56
1300	56
3100	56
3300	56
22	57
24	57
42	57
44	57
21	58
23	58
41	58
43	58
12	59
14	59
32	59
34	59
11	60
13	60
31	60
33	60
220	61
240	61
420	61
440	61
120	62
140	62
320	62
340	62
210	63
230	63
410	63
430	63
110	64
130	64
310	64
330	64
4040	65
3030	66
2020	67
1010	68
404	69
303	70
202	71
101	72
